User ID,Predicted User Category,Recommended News Category,Recommended Article
U0355,user_2,Crime,The Cosby Verdict Won’t Fix A Broken Legal System
U9436,user_1,Tech,"Justice Department Just Met With Facebook, Others To Discuss Online Extremism"
U6093,user_3,Entertainment,What's Leaving Netflix In June 2016?
U4649,user_3,Entertainment,Nina Dobrev Addresses Her Rumored Return To 'Vampire Diaries'
U8382,user_2,Crime,New York Policeman Tearfully Describes Shooting Unarmed Black Man
U7644,user_3,Entertainment,John Oliver Is Surprised Dustin Hoffman Didn't Expect Harassment Questions
U7831,user_1,Tech,Headspace CEO On The Essential Weirdness Of Using Your Phone To Meditate
U4932,user_1,Tech,Congress Ties Controversial Cybersecurity Bill To Key Spending Package
U4024,user_3,Entertainment,What To Stream On Netflix In October
U5260,user_2,Crime,How Many Of The Hundreds of Thousands Of Untested Rape Kits In The US Are In Your City?
U1695,user_2,Crime,Fyre Festival Founder Faces Prison After Pleading Guilty To Wire Fraud
U9940,user_2,Crime,Police Identify Houston Mass Shooter Who Was Found With Nazi Paraphernalia
U9488,user_3,Entertainment,Dwayne Johnson Opens Up About His Mother's Suicide Attempt
U5808,user_3,Entertainment,"DJ Khaled Documented His Son's Entire Birth On Snapchat, Naturally"
U0109,user_3,Entertainment,AC/DC Co-Founder Malcolm Young Dead At 64
U3661,user_1,Tech,Is BFD The Next LOL?
U7302,user_3,Entertainment,'Game Of Thrones' Star Lena Headey Gives Birth To A Baby Girl
U3861,user_3,Entertainment,White House Correspondents Dinner Host Mocks Trump For Expected No-Show
U7211,user_1,Tech,TikTok Search Results Riddled With Misinformation: Report
U9109,user_1,Tech,Watch The Top 9 YouTube Videos Of The Week
U3847,user_1,Tech,Twitter's Latest Anti-Troll Measure Is Perfectly Timed
U8206,user_2,Crime,"Everybody Deserves a Second Chance, Right?"
U7650,user_1,Tech,Inside Hong Kong's Toxic Gadget Junkyards
U9012,user_1,Tech,Facebook's Mark Zuckerberg Finally Details Fake News Countermeasures
U2780,user_2,Crime,Carjacking Victims ID'd
U1879,user_1,Tech,Digital Is the New Third Age
U2886,user_2,Crime,"Terrorism Didn’t Motivate Fatal Portland, Oregon Car Attack: Police"
U0959,user_3,Entertainment,'Pacific Rim' Sequel Is Officially Happening
U5600,user_1,Tech,Why Are There Still So Few Women In Science?
U7060,user_1,Tech,"Why Automation Will Create, Not Destroy, Jobs"
U4604,user_3,Entertainment,Lauren Conrad And Husband William Tell Welcome Baby Boy
U5286,user_2,Crime,Don't Turn Your Back on Disorder
U5190,user_1,Tech,Apple Is Said To Discuss An Investment In Twitter
U4889,user_3,Entertainment,Prince Harry Working On 'Intimate And Heartfelt Memoir'
U1838,user_3,Entertainment,Celebrities React To Charleston Church Shooting
U1122,user_2,Crime,Texas Executes First Inmate With New Batch Of Drugs
U5222,user_2,Crime,"Curtis Dressman Beating In Sound-Proof Jail Cell Will 'Probably' Cost Nashville $530,000: Report"
U8081,user_1,Tech,Snapchat Users Don't Want To Start Paying For Lenses
U5485,user_1,Tech,Some Government Agencies Still Uses Floppy Disks
U6086,user_3,Entertainment,Sofia Vergara Kicks Off Her Exciting Wedding Weekend
U3771,user_1,Tech,How To Stop Worrying And Love Artificial Intelligence
U0209,user_2,Crime,"DNA, Informant Help Crack 1984 Cold Case Murder"
U6368,user_2,Crime,Sex Offender Freed Because Of Paperwork Mistake
U7818,user_3,Entertainment,Pamela Anderson's Son Brandon Is All Grown Up
U7664,user_3,Entertainment,First Teasers For Scarlett Johansson’s Controversial ‘Ghost In The Shell’ Are Here
U2891,user_1,Tech,WATCH: 60 Seconds of Social Media
U9733,user_1,Tech,Yahoo Boss Marissa Mayer Gives Birth To Identical Twin Girls
U2768,user_2,Crime,State Trooper Accused Of Raping Woman Gets Just 6 Months In Jail
U3375,user_3,Entertainment,Vin Diesel Reveals Groot Will Dance Again In 'Guardians Of The Galaxy' Sequel
U4012,user_1,Tech,Gmail Tap: Google Announces Morse Code Keyboard Alternative For April Fools Day (VIDEO)
U1335,user_2,Crime,JODI ARIAS VERDICT WATCH: Jury Deliberating Arias' Fate
U5548,user_3,Entertainment,Miley Cyrus On 'Hannah Montana': Singer Distances Herself From Her Disney Past
U3829,user_1,Tech,Privacy? What's That?
U2020,user_3,Entertainment,"Yup, Suri Cruise Hung Out With Hillary Clinton"
U1827,user_3,Entertainment,Drake Breaks Silence On Astroworld Tragedy: ‘My Heart Is Broken’
U0529,user_2,Crime,"Police Expert Calls Tamir Rice Killing 'Tragic,' But 'Objectively Reasonable'"
U4449,user_2,Crime,Missing Teen Found Safe After Ominous 'Call Police' Phone Message
U6627,user_2,Crime,SHOCK VIDEO: Woman Brutally Beaten In Front Of Her Toddler
U5209,user_3,Entertainment,Freddie Prinze Jr. Did Not Enjoy Working With Kiefer Sutherland
U0166,user_1,Tech,The Best Productivity App Is Already On Your Phone. You Just Don't Know It Yet.
U8497,user_1,Tech,"Big Brother, Little Brother, Social Brother"
U7537,user_2,Crime,Defense Medical Expert In Chauvin Trial: Car Exhaust Could Have Played A Role [UPDATED]
U2060,user_1,Tech,On China's Internet You Can Insult The Government All You Want (Just Don't Talk About The Censors)
U9471,user_3,Entertainment,"This Man Punching, Shouting Amid CNN Newscast Will Get You In The Holiday Groove"
U9961,user_3,Entertainment,Drake Breaks Silence On Astroworld Tragedy: ‘My Heart Is Broken’
U8756,user_1,Tech,Red Bull Stratos YouTube Live Stream Attracts Record Number Of Viewers (UPDATE)
U0128,user_2,Crime,You Can Help Rebuild A Mosque That Was Burned Down In America
U7884,user_2,Crime,Dead Dog Found With Note: 'We Beat It 2 Death Lol HAHAHA!'
U1258,user_3,Entertainment,Jane Campion Wins Best Directing Oscar For 'The Power Of The Dog'
U5535,user_1,Tech,App Saves Lives By Connecting People With CPR Training To Cardiac Arrest Victims
U4718,user_2,Crime,The 45-minute Mystery Of Freddie Gray's Death
U0154,user_2,Crime,"Man Mailed Dead Skunks, Raccoon To Rival For Job, Police Say"
U1440,user_3,Entertainment,"5 Strange 'Simpsons' Things You Haven't Seen, Even After 30 Years"
U0160,user_3,Entertainment,'Gilmore Girls: A Year In The Life' Review!
U4648,user_3,Entertainment,"Kanye West Remixes Beyonce And Jay Z's 'Drunk In Love,' Kim Kardashian References Included"
U5986,user_2,Crime,Man Thinks He's Being Put To Death For Preaching Gospel: Lawyers
U0984,user_1,Tech,"Google, Uber, Ford Unite To Get Driverless Cars On Roads"
U0306,user_2,Crime,Parkland Could've Been Worse. Vegas Could've Been Worse. They Can Always Be Worse.
U7556,user_2,Crime,California Border Patrol Supervisor Arrested Over Bathroom Camera
U2065,user_3,Entertainment,Jim Carrey’s New Painting Gives Scott Pruitt The World’s Worst Pipeline Project
U5683,user_3,Entertainment,It Only Took 7 Seconds For This Kylie Jenner Appearance To Get Really Awkward
U0583,user_3,Entertainment,Caitlyn Jenner Crowns Herself A 'Social Media Queen' With Her First Selfie
U5702,user_3,Entertainment,Adam Rippon Wins 'Dancing With The Stars' Because It Was Destined
U1185,user_3,Entertainment,Linda Perry Is Calling BS On Lady Gaga's Oscar Nomination [UPDATE]
U5070,user_3,Entertainment,Hundreds Of People Will Work To Make Sure Woody Harrelson's Live Movie Goes Smoothly
U2023,user_3,Entertainment,The Best Scene In 'Stronger' Involves A Freakout About Oprah
U8262,user_2,Crime,"Joe Rickey Hundley, Delta Passenger Accused Of Slapping Toddler, Faces Charges (VIDEO)"
U3186,user_1,Tech,Cell Phone Radiation Is Getting Attention From The FCC
U8264,user_1,Tech,"Facebook Is Killing Phone Numbers, And That's OK"
U6149,user_3,Entertainment,Andi Dorfman Breaks Her Silence
U2237,user_1,Tech,Senate Bill Aims To Lock Hackers Out Of Connected Cars
U7564,user_2,Crime,Listen To Chilling Audio Of A Boy Calling 911 During A Robbery
U4276,user_1,Tech,Wikipedia and the Hidden Deletionist Agenda
U8977,user_2,Crime,"'Coward' Murdered Texas Deputy As He Pumped Gas, Sheriff Says"
U1851,user_3,Entertainment,‘I Am Legend’ Screenwriter Debunks Vaccine Conspiracy Involving Film Once And For All
U7521,user_2,Crime,"Ferguson Investigation To Be Completed In Coming Months, Attorney General Says"
U6559,user_2,Crime,The Cosby Verdict Won’t Fix A Broken Legal System
U6881,user_2,Crime,Seattle Shooting Near Trump Protest Leaves Multiple Wounded
U8916,user_3,Entertainment,'The Magnificent Seven' Shoots Straight To Top Of The Box Office With $35 Million Debut
U2128,user_2,Crime,Somebody Donated A Cooler Filled With Weed To Goodwill
U7309,user_1,Tech,Tim Cook Says EU Ruling On Apple's Irish Tax Is 'Total Political Crap'
U5300,user_2,Crime,Video Shows Child Trying To Wake Mom Who Allegedly Overdosed
U3299,user_2,Crime,"Gator Attack: Disney Knew Of Problems, Staffer Asked For Fence At Lagoon"
U1258,user_3,Entertainment,James Gunn Debunks 'Guardians Of The Galaxy' Paternity Rumors
U6130,user_2,Crime,"Hui Gao, New Zealand's 'Accidental Millionaire' Sentenced To 5 Years In Prison (VIDEO)"
U4093,user_1,Tech,"Samsung To Halt Global Sales, Exchanges Of Galaxy Note 7"
U9290,user_2,Crime,Pregnant Woman Robbed While Having Labor Contractions
U9989,user_3,Entertainment,Jamie Chung's SAG Awards Purse Held Powerful Statement About Anti-Asian Hate
U0115,user_2,Crime,Police Identify Suspect In Minnesota Mall Stabbing
U2668,user_2,Crime,Murdered Teen's Body Appears In Alleged Killer's Selfie
U6659,user_3,Entertainment,Country Music Legend And 'Hee Haw' Star Roy Clark Dead At 85
U4891,user_1,Tech,Black Friday 2015: The Best Deals Around The Web
U4434,user_1,Tech,Siri vs. Google Voice Experiment: What Happens When Siri And Google Voice Talk To Each Other?
U1168,user_1,Tech,Amazon Drones: Orwellian Mayhem?
U9092,user_3,Entertainment,‘SNL’ Cuts Musical Guest After Videos Show Him Kissing Women And Partying Maskless
U6110,user_3,Entertainment,Here Are The 2018 SAG Awards Winners
U9761,user_3,Entertainment,New Carlene Carter Album Bridges Three Generations
U7319,user_3,Entertainment,Stephen Colbert Announces His First 'Late Show' Guest
U9707,user_3,Entertainment,Patti LuPone Says Madonna 'Couldn't Act Her Way Out Of A Paper Bag'
U7693,user_3,Entertainment,Courage for Sale: Oz's Cowardly Lion Costume Heads to The Auction Block
U7062,user_2,Crime,Photos Show 'Person Of Interest' Linked To Body Parts In Suitcase
U6549,user_2,Crime,Death Of Mentally Ill Woman In Police Custody Ruled A Homicide
U6303,user_3,Entertainment,Sting To Perform At Paris Venue Closed By Deadly Terror Attacks
U7792,user_1,Tech,Why Facebook and YouTube Should Err on the Side of Free Speech
U3305,user_3,Entertainment,'Little Rascals' Star Dickie Moore Dead At 89
U9637,user_2,Crime,"Man Trying To 'Enter Time Portal' Crashes Speeding Car Into Store, Cops Say"
U9153,user_1,Tech,NORAD Santa Tracker 2012 Lets You Follow Claus Online Christmas Eve
U7131,user_1,Tech,Teaching Kids To Code Is The New Teaching Kids Spanish
U3913,user_3,Entertainment,Bindi Irwin Shares Touching Tribute To Her Dad On 9th Anniversary Of His Death
U5981,user_2,Crime,Missing Louisiana Teen's Sister: 'She Is Our Heart And We Want Her Home'
U7571,user_3,Entertainment,Paul Simon Might Be Done With Music
U5317,user_2,Crime,Designer Carolina Herrera's Nephew Killed In Kidnapping
U8090,user_3,Entertainment,Gal Gadot Confirms Brett Ratner Is Out Of 'Wonder Woman' Sequel
U8788,user_3,Entertainment,Stephen Colbert Sends A Mocking Message To His Past Self
U0156,user_1,Tech,Android May Have A Big Problem In Europe
U6458,user_3,Entertainment,David Schwimmer And Wife Zoe Buckman Are Taking 'Time Apart'
U1113,user_3,Entertainment,"Kenny Barron's Piano, Sharon Clark's Vocals and James Carter's Horn at the 22ndAnnual Jazz Foundation of America's Loft Party"
U6896,user_1,Tech,NYT: Mass Surveillance Isn't The Answer To Fighting Terrorism
U4531,user_2,Crime,4 Dead As Hostage Standoff Ends At California Veterans Home
U0658,user_1,Tech,WATCH: Apple's Mobile Marketing Gift to Retailers
U4808,user_2,Crime,"NYC Police Search For Suspect Who Shot 2 Sleeping Homeless Men, One Fatally"
U0457,user_3,Entertainment,There’s A Good Chance Gina Rodriguez Will Play Rosa’s Girlfriend On ‘Brooklyn Nine-Nine'
U1726,user_2,Crime,Man And Girlfriend Allegedly Kill His Father And Oklahoma Officer
U9584,user_2,Crime,"City Seizes Family Dog Of 10 Years, Alleging He May Be Part Wolf (UPDATE)"
U3474,user_3,Entertainment,Brie Larson's 'Trainwreck' Audition Was Going To Lunch With Judd Apatow And Amy Schumer
U1919,user_3,Entertainment,'The Girl' Teaser: First Glimpse At Alfred Hitchcock Obsession Movie (WATCH)
U2590,user_1,Tech,Samsung Slashes Profit Forecast After Pulling Plug On Note 7 Smartphone
U3030,user_2,Crime,Police Investigate Whether Killing Of Student Blaze Bernstein Was A 'Hate Crime'
U9852,user_1,Tech,"Power Companies Could Use Drones To Save Lives, Cut Costs"
U9775,user_2,Crime,"Woman Wins $100,000 Lawsuit After Cops Arrested Her For Swearing"
U7348,user_3,Entertainment,This Job At Netflix Is An Instagrammer's Dream
U8998,user_2,Crime,"Plane Hit Bald Eagle Before Crashing In Alaska, Killing 4"
U3455,user_2,Crime,Fraternity And Members Face Hundreds Of Charges In Timothy Piazza Hazing Death
U4059,user_2,Crime,Las Vegas Teen Accused Of Attempting To Murder His Teacher
U1230,user_3,Entertainment,INTERVIEW: Tika Sumpter And Parker Sawyers Talk Southside With You
U3001,user_3,Entertainment,Kaley Cuoco Explains Why Her Ex-Husband 'Ruined' Marriage For Her
U6065,user_2,Crime,"Girl Suspended For Bringing Butter Knife To School, To Cut A Pear"
U5825,user_2,Crime,New Mexico Store Bans 'Obama & Other Muslims'
U9795,user_2,Crime,Police Arrest 14-Year-Old In Sexual Assault Streamed On Facebook Live
U7134,user_2,Crime,Police Attacked In Several States In Wake Of Police Killings
U5104,user_1,Tech,Facebook's Trending News Topics Will Now Be Automated
U1724,user_3,Entertainment,Tupac Shakur Earns a Star on the Hollywood Walk of Fame
U8437,user_3,Entertainment,Drew Barrymore And Her Daughters Make The Cutest Of Trios
U7274,user_2,Crime,2 Guns Found at Hospital Shooting Suspect's Home
U4413,user_3,Entertainment,'Sesame Street' Cast Raps Along To Bone Thugs-N-Harmony's 'Tha Crossroads'
U7770,user_2,Crime,Why Is America 50 Years Behind the Times When It Comes to the Death Penalty?
U7801,user_3,Entertainment,Carrie Fisher Once Made Mark Hamill Try On Her White 'Star Wars' Jumpsuit
U8622,user_1,Tech,How Mentoring May Be the Key to Solving Tech's Women Problem
U7664,user_3,Entertainment,'13 Reasons Why' Will Return To Netflix With Season 2
U1031,user_3,Entertainment,"Coldplay's Chris Martin Gives No F**ks, Drops F-Bomb On Live TV"
U8891,user_2,Crime,San Bernardino Police Officer: 'I'll Take A Bullet Before You Do'
U6640,user_2,Crime,Police: Person Detained Over Arson At Southern California Mosque
U6696,user_1,Tech,Yahoo Is Reportedly Lowballing On Its Hulu Bid
U4977,user_3,Entertainment,"Hey, They Made Another 'Night At The Museum' Movie"
U7278,user_1,Tech,"Encrypted Chat Took Over. Let’s Encrypt Calls, Too"
U4245,user_3,Entertainment,Scott Disick Spotted for the First Time Since Kourtney Kardashian Split
U4720,user_1,Tech,Prosecutor as Bully
U9846,user_3,Entertainment,Film Academy Pledges To Diversify Membership Following Oscars Controversy
U5353,user_3,Entertainment,Amber Rose And Blac Chyna Pucker Up At The BET Awards To Support Marriage Equality
U4122,user_1,Tech,"Yik Yak Isn't So Anonymous, Turns Data Over To Police"
U4467,user_3,Entertainment,Matthew Broderick Is Full Of Secrets In This Clip From 'The American Side'
U5366,user_2,Crime,Police Union Doesn't Want Mayor At Cop Funerals
U1906,user_1,Tech,Crash Shows Google's Driverless Car Has Room To Improve
U8985,user_2,Crime,The Call For A National Crime And Justice Task Force
U2545,user_3,Entertainment,Quentin Tarantino Leaves 'F**k You' Message In Cement While Accepting Hollywood Honor
U0112,user_1,Tech,"46 Best Vines Of The Week, In One Video: Aug. 17 - Aug. 25, 2013"
U9582,user_3,Entertainment,"Cannes 2013:  Polanski's ""Venus in Fur"""
U5884,user_1,Tech,"Los Angeles Hospital Pays Hackers $17,000 Ransom In Bitcoins"
U1562,user_3,Entertainment,15 Movie Mistakes You Didn't Notice In Your Favorite Action Films
U5765,user_1,Tech,Apple Must Clear Another Hurdle In NY Encryption Case
U7517,user_3,Entertainment,Bollywood Star Mallika Sherawat Punched And Tear Gassed By Masked Attackers In Paris
U8098,user_3,Entertainment,"'The Bourne Legacy' Opening Weekend Brings In $40.3 Million At Box Office, Dethrones 'The Dark Knight Rises'"
U0972,user_3,Entertainment,Quincy Jones Holds Court at Keep On Keepin' On 's Premiere
U2075,user_3,Entertainment,The Secret Ingredient To A Successful Film Is Kyle Chandler
U4073,user_2,Crime,"University Student With Peanut Allergy Was Hazed With Peanut Butter, Mom Says"
U8495,user_2,Crime,Police Arrest Suspect In Road Rage Slaying Of 4-Year-Old Girl
U2558,user_1,Tech,World's Business Elite Are Stressed About Our Robotic Future
U3321,user_2,Crime,Exclusive: Family Of Teen Shot Near Ferguson During Confrontation With Police Speaks Out
U3702,user_1,Tech,New Android Malware Imitates Banking Apps
U5798,user_3,Entertainment,Chrissy Teigen Points Out Mitt Romney's Hypocrisy In One Tweet
U8704,user_2,Crime,Chicago 'Suitcase Killer' Issues Startling YouTube 'Confession'
U4790,user_2,Crime,The Sad Irony of Homicide Solvability
U8145,user_3,Entertainment,Michelle Rodriguez Clarifies Controversial Remarks About Diversity In Superhero Movies
U4306,user_2,Crime,"For American Muslims, A Horrifying Runup To One Of Islam's Holiest Holidays"
U0332,user_2,Crime,WDBJ Chief: I'm Not Sure Whether I Want The Shooter To Live Or Die
U1675,user_2,Crime,Girl Hospitalized After Getting Boiling Water Poured On Face At Sleepover
U4669,user_2,Crime,8 Arrested While Praying At Site Of Controversial Telescope In Hawaii
U1701,user_2,Crime,3 Seriously Injured In Grand Central Station Stabbing
U5739,user_1,Tech,Steve Wozniak: 'I Don't Have Broadband At Home'
U3119,user_2,Crime,911 Calls Shed Light On What Happened During Orlando Nightclub Shooting
U5752,user_1,Tech,Genius Hack Shows How To Use Amazon Prime Now To Help The Homeless
U2537,user_2,Crime,San Diego Man Accused Of Beating Syrian Teen For Speaking Arabic Pleads Guilty
U0168,user_2,Crime,Man Caught Having Sex With Donkey Demands Judge Give Him Jail Time
U3962,user_2,Crime,Strangling Suspect Allegedly Told Friend 'Nobody Saw Sh*t'
U4963,user_2,Crime,Man Who Kept Woman Chained In Container Admits To Killing 7: Sheriff
U2758,user_2,Crime,'Weaponized Marijuana' Is Allegedly The New Scary Drug In New York City
U3498,user_1,Tech,Apple-Twitter Deal In The Works? Reports Say Apple May Invest In Social Network
U5651,user_3,Entertainment,Weekend Box Office: 'Warm Bodies' Wins Opening Weekend While 'Bullet To The Head' Stumbles
U9429,user_3,Entertainment,Hit and Myth: Inside Llewyn Davis
U2748,user_3,Entertainment,Jason Derulo Takes A Ride With James Corden In The Latest 'Carpool Karaoke'
U6961,user_3,Entertainment,How Lupita Nyong'o Got The Role Of Trevor Noah's Mom In Upcoming Movie
U6168,user_3,Entertainment,Ex Machina: Movie or Film?
U7706,user_2,Crime,"Help Find James Brown, Jophrey Cord And Other Missing People"
U3524,user_3,Entertainment,Tina Fey Thinks Donald Trump Is 'Great For Comedy'
U4107,user_2,Crime,"Teen Fatally Shoots Brother: Florida Boy Mistook Sibling For Home Intruder, Police Say"
U9964,user_2,Crime,Conviction Stays For Man Who Killed Abortion Doctor
U5010,user_1,Tech,"Apple, FBI Battle Escalates As Justice Department Demands San Bernardino Terrorist's iPhone Be Unlocked"
U6148,user_2,Crime,"Cat Lover, Klonda Richey, Mauled To Death By Dogs"
U0671,user_1,Tech,The Coolest Job You Probably Didn't Even Know Existed
U7041,user_3,Entertainment,'Moonlight' Director Barry Jenkins Drunkenly Live-Tweets 'Notting Hill'
U6375,user_3,Entertainment,"This Is Where The Word 'Meme' Comes From, And It's Not The Internet"
U3951,user_1,Tech,Yahoo Tumblr Purchase Approved By Board: WSJ
U8264,user_1,Tech,Why Some People In The U.S. Still Don't Have Internet Access
U7099,user_1,Tech,6.5 Million Reportedly Pay For Apple Music Streaming Service
U1898,user_3,Entertainment,Khloe Kardashian Talks About Scott Disick's Alarming Call
U9589,user_3,Entertainment,Judge Refuses To Throw Out Defamation Suit Against Cosby
U8620,user_1,Tech,Tim Cook Pauses During Apple Keynote To Address Shooting In Orlando
U7593,user_1,Tech,"iPhone 5 Release Date, iPad Mini And New MacBook Pro: This Week In Apple Rumors"
U3864,user_3,Entertainment,Meeting Teen Idols as an Adult
U4658,user_2,Crime,LA Police Kill Suspect In Stabbing Spree
U7231,user_2,Crime,Oregon Sheriff Still Won't Say College Shooter's Name
U5193,user_2,Crime,Elementary School Principal Fatally Hit By Bus While Saving Students' Lives
U8740,user_3,Entertainment,This Exclusive 'Traders' Clip Shows Sam Tarly Is Out Of Control Without Jon Snow
U9445,user_2,Crime,Folsom Prison Riot Leaves Inmate Dead Others Injured
U5829,user_3,Entertainment,'American Ninja Warrior' Winner Challenges Show To Make Course Harder Next Time
U1036,user_2,Crime,Soldier's Lover Pleads Guilty To Murdering Wife
U3344,user_3,Entertainment,How Well Do You Remember The First 'Toy Story' Movie?
U8080,user_3,Entertainment,"Meghan Markle, Prince Harry Pay Their Respects To New Zealand Terror Attack Victims"
U8690,user_2,Crime,Florida Dope Haul: Seized Heroin Packets Bear Donald Trump's Image
U1567,user_2,Crime,California Killer Is First U.S. Inmate To Have State-Funded Gender Confirmation Surgery
U5435,user_2,Crime,Man Survives Nearly Driving Off A Cliff Only To Be Hit By A Bus
U0363,user_1,Tech,Congress Needs To Get Smarter About Tech. Here's How It Could Do That
U9596,user_1,Tech,Time Warner Cable: Internet Outage In The Northeast Fixed
U8296,user_2,Crime,Mom Of Four Killed In Road Rage Incident
U5687,user_3,Entertainment,A Bunch Of A-List Celebs Are Putting On A Facebook Telethon For The ACLU
U3307,user_2,Crime,Another Reason to Avoid Nursing Homes
U2617,user_2,Crime,Army Veteran Faces 120-Year Sentence For Firing 2 Shots Into Air
U7077,user_2,Crime,"Body Believed To Be Missing Girl Found In Trash Bin, Police Say"
U8623,user_3,Entertainment,'Hunger Games' Tributes: Get To Know Katniss' Competition (PHOTOS)
U9642,user_1,Tech,Technical Literacy: Can Everyone Learn to Code?
U0409,user_2,Crime,Florida Teens Still Missing After Coast Guard Finds Their Capsized Boat
U3722,user_3,Entertainment,6 Techniques to Research and Locate Film Investors
U8388,user_3,Entertainment,New 'I Am Cait' Teaser Shows Caitlyn Jenner Is Still 'The Same Person'
U3882,user_2,Crime,Teen Fights Mailbox While On LSD: Port Moody Police
U9479,user_3,Entertainment,The Top 5 Most Preposterous Scenes in The Desolation of Smaug
U2766,user_1,Tech,It's Not Easy To Be Jenna Marbles
U9310,user_3,Entertainment,"It Is Criminal That ""Criminal"" Is Not a Huge Hit"
U8105,user_1,Tech,"If Uber Kills Cabs, Cities Must Ensure Accessible Vehicles Live"
U6177,user_1,Tech,Google Street View: See The World With The Click Of A Button
U4719,user_2,Crime,'Call My Husband. I Just Killed My Baby'
U9913,user_1,Tech,"Apple Seeks U.S. Sales Ban On Samsung, $707 Million More In Damages"
U8353,user_2,Crime,Social Workers Face Manslaughter Charges In Detroit Toddler's Death
U8874,user_2,Crime,5 Spectacular Police Screw-Ups
U5250,user_1,Tech,Spotify Knows All Your Dirty Music Secrets From 2015
U9178,user_1,Tech,Web Wars
U2521,user_1,Tech,Saudi Prince Who Owns Much Of Twitter Sees IPO By Early 2014
U9644,user_3,Entertainment,Taylor Swift's Easter Egg Battle Is Our New Favorite Holiday Tradition
U8153,user_3,Entertainment,The Queen Christine Vachon
U6953,user_1,Tech,What Is a Data Breach and How Do I Protect Myself?
U1424,user_3,Entertainment,"Yep, The New 'Justice League' Trailer Is All About Wonder Woman"
U1931,user_1,Tech,"How Facebook, Twitter Court Political Campaigns"
U5971,user_2,Crime,Second Ex-Student Admits To Placing Noose On Ole Miss Statue
U2958,user_3,Entertainment,The 'Miss Peregrine's Home For Peculiar Children' Trailer Is Weird And Wondrous
U2885,user_1,Tech,Change.org's New Site Helps You Send Tough Questions To Presidential Candidates
U2144,user_2,Crime,Woman Accused Of Choking Teen Who Blocked View Of Disney Fireworks
U4548,user_1,Tech,Yahoo Says At Least 500 Million Accounts Hacked In 2014
U3534,user_1,Tech,Facebook Bolts From Traditional News
U1312,user_1,Tech,"Ice Cream Sandwich Updates: HTC Rezound And Nexus S Get Android 4.0, Motorola Razr And Razr MAXX Delayed"
U0470,user_2,Crime,Orlando Survivor Angel Colon Meets Police Officer Who Saved His Life
U1544,user_2,Crime,Toddlers Die After 'Intentionally' Left In Car By Teenage Mom: Sheriff
U9591,user_2,Crime,Cops Hunt Accused Gun Thief Who Sent Anti-Government Manifesto To Trump
U5759,user_1,Tech,More Proof That Trump Appeals To Your Worst Instincts
U8892,user_2,Crime,2 Skiers Missing After Avalanche In Colorado
U5311,user_1,Tech,Everything I Know About Startups I Learned From My Teenager
U7511,user_2,Crime,University Of Wisconsin Student Accused Of Multiple Sexual Assaults
U2995,user_2,Crime,Autopsy Shows Police Shot Zachary Hammond In The Back And Side
U7958,user_3,Entertainment,VH1 Star Dies After Cancer Battle
U0319,user_3,Entertainment,New Artist Reviews: Nature Ganganbaigal
U1510,user_2,Crime,Civilian 'Guard' Fires Gun While 'Protecting' Recruiting Center
U7983,user_3,Entertainment,Rihanna 'Disgusted' By Donald Trump's Attempt To Block Muslims From Entering U.S.
U2762,user_3,Entertainment,The 'What Are Those?' Meme Creator Absolutely Hates That 'Black Panther' Joke
U2338,user_1,Tech,Twitter Hires A Man To Make Sure It's Hiring Enough Women And Minorities
U0235,user_2,Crime,Armed Officer Assigned To Stoneman Douglas Resigns Amid Shooting Investigation
U2411,user_1,Tech,What's The Future Of Bitcoin Mining?
U6295,user_3,Entertainment,This Mariah Carey/My Chemical Romance Mashup Turns Christmas Music Upside Down
U9938,user_3,Entertainment,Read Melissa Rivers' Eulogy For Her Mother Joan
U4034,user_3,Entertainment,Public Enemy's Chuck D: Donald Trump Is 'The Epitome Of A White Supremacist'
U6119,user_1,Tech,Twitter's Shareholders Don't Believe The Company Can Transform
U2654,user_2,Crime,Man Jailed 6 Months Despite Alibi Showing Him Nowhere Near Murder
U9412,user_2,Crime,"Patrice Sanders, Florida Bus Driver, Allegedly Forced Students To Fight In Her Backyard (VIDEO)"
U4989,user_2,Crime,'Neo-Nazi' Teen Charged With Killing Girlfriend's Parents After They Reported Him
U3217,user_2,Crime,Ex-NFL Cheerleader Sentenced For Raping 15-Year-Old
U0293,user_2,Crime,These Are The 3 Police Officers Killed In The Baton Rouge Attack
U1561,user_1,Tech,Cyber Week 2015: These Are The Hottest Deals From Around The Web
U1614,user_3,Entertainment,What Trump Was Doing While McCain Was A Prisoner Of War
U3623,user_1,Tech,Why Air Travel Still Sucks
U9968,user_2,Crime,Police Beating Led To Miscarriage: Lawsuit
U6315,user_1,Tech,Fighting Hurricane Sandy Debris Removal Crooks: There's An App For That
U2893,user_1,Tech,Google's Self-Driving Cars Will Honk At You If You're Not Paying Attention
U2496,user_2,Crime,Las Vegas Gunman Had 'Cache Of Weapons'
U0016,user_1,Tech,"Watch The Top YouTube Videos Of The Week: The Dunk Of The Year, Jeff Gordon Prank And More"
U0428,user_2,Crime,Just Vengeance
U2331,user_3,Entertainment,This Young Girl's Shocking Question Totally Won Comic-Con
U7704,user_3,Entertainment,George R.R. Martin Says To Expect A New Book (Or Two) In 2018
U5359,user_2,Crime,Teen Gets 25 Years In Mental Health Facility For 'Slender Man' Stabbing
U8177,user_2,Crime,"Parents Threw Hot Oil On Teen For Refusing Forced Marriage, Cops Say"
